name,description,url
Resona,Voice-based wallet recovery protocol with ZK proofs and decentralized storage,https://ethglobal.com/showcase/resona-848as
kleos,"A social, on-chain prediction market where anyone spins up niche markets in seconds.",https://ethglobal.com/showcase/kleos-ydgjp
Dreamprint,NFT polaroids that will make your next IRL crypto event unforgettable!,https://ethglobal.com/showcase/dreamprint-7yjn2
trueFanz,"trueFanz is a team platfor for ticket sale, management with NFT, chz, spicy testnet",https://ethglobal.com/showcase/truefanz-jhk3e
Aemula,A decentralized platform for independent journalism on a mission to reverse polarization in media.,https://ethglobal.com/showcase/aemula-9qmr3
Pumpkin Spice latte,"Deposit, save, and win jackpot yields. Everyone keeps their principal investment.",https://ethglobal.com/showcase/pumpkin-spice-latte-ayjrg
SuperLearn,"Hands-on AI-powered learning: kids learn by making real blockchain transactions, not reading essays.",https://ethglobal.com/showcase/superlearn-z7zoq
EGNH Project,A blog setup where you can require payment for specific articles via the x402 protocol.,https://ethglobal.com/showcase/egnh-project-3tju5
OathLock,Escrow contract for payment of eCommerce with real shipment result onchain (EAS).,https://ethglobal.com/showcase/oathlock-0e14g
Vitalik,Video streaming AI assistant helping you with full world context,https://ethglobal.com/showcase/vitalik-t6h8b
PayBoy,"Easy onboarding to accept PYUSD for sellers, shops & platforms—built for Web2 devs & startups.",https://ethglobal.com/showcase/payboy-wssw3
GAMBET,Decentralized sports prediction platform with AI-powered betting events on Chiliz Chain,https://ethglobal.com/showcase/gambet-6mxw4
ParkPulse,Smart voting for parks using Hedera and real-time satellite insights.,https://ethglobal.com/showcase/parkpulse-w84tg
Bridgewager Assoc.,Bridgewager Associates is an agentic hedge fund that specializes in prediction markets,https://ethglobal.com/showcase/bridgewager-assoc-q200p
Swap Pay,Swap Pay is an SDK that turns fragmented token balances into smooth payments using EIP-5792,https://ethglobal.com/showcase/swap-pay-4hpe9
Swap Pay,Swap Pay is an SDK that turns fragmented token balances into smooth payments using EIP-5792,https://ethglobal.com/showcase/swap-pay-4hpe9
DeSwag,"A swag NFC check, previous ETHGlobal attendees can trade and/or sell swag.",https://ethglobal.com/showcase/deswag-8onk5
Vapor,"VAPOR: Verifiable, Anonymous, Permissionless Off-Ramp for stablecoins to fiat.",https://ethglobal.com/showcase/vapor-pmrk8
Househodl,"Manage shared expenses automatically between groups, earning yield on unused funds.",https://ethglobal.com/showcase/househodl-5ytiu
Give wages wings,"The Unbanked pay Mom and Dad bills back in their home country, with Defi",https://ethglobal.com/showcase/give-wages-wings-hew1r
LVR Shielded LP,Uniswap v4 Hook+Vault that auto-adjusts LP ranges to cut LVR — Unichain Sepolia demo.,https://ethglobal.com/showcase/lvr-shielded-lp-fyssi
LOAR,LOAR: decentralized narrative control in collaborative universes through consensus mechanisms.,https://ethglobal.com/showcase/loar-em9nb
Boomerang,"Empower contributors: stake, share, and earn from community-driven resources",https://ethglobal.com/showcase/boomerang-7aipc
Ease,"Eaze allows you to spend anywhere, without needing a phone or wallet.",https://ethglobal.com/showcase/ease-swvf9
Startupchain,A dapp to bootstrap startups and small business onchain,https://ethglobal.com/showcase/startupchain-0fyf5
Unhinged,Got hot takes? Willing to put your money where your mouth is? Come battle it out!,https://ethglobal.com/showcase/unhinged-e36zc
Darwin,"Self-evolving e-commerce agents in crypto, where wallet balance is their lifeforce.",https://ethglobal.com/showcase/darwin-7t3v3
HackerXBT,AI agent tracking hackathon commits live & launching winner tokens - alpha for judges/sponsors,https://ethglobal.com/showcase/hackerxbt-1nve5
PredR,"A ranking-based prediction market on attention assets, starting from a influencer reputation system",https://ethglobal.com/showcase/predr-axfbe
Primer,Crypto payments on Amazon that feel as seamless as credit cards,https://ethglobal.com/showcase/primer-n9g71
Rivals,AR PVP shooter where you battle zombies in real life to earn $RIVAL tokens.,https://ethglobal.com/showcase/rivals-cqy9r
WalrENS,"WalrENS: Deploy websites to Walrus storage with ENS domains, decentralized hosting made simple.",https://ethglobal.com/showcase/walrens-yjvog
Opto,"Meet Opto – Your next-gen cross-chain investment protocol, maximize yield across chains in ONE click",https://ethglobal.com/showcase/opto-owf77
Emergent Gallery,"Paint an Omnichain Masterpiece, then forge your friends' pieces!",https://ethglobal.com/showcase/emergent-gallery-51sh7
Guva,Decentralized Plaform for LoRA creators and Stable Diffusion Users,https://ethglobal.com/showcase/guva-0g952
WAVEZ,"USDC payments made easy, all seamless inside a Telegram mini app & chat.",https://ethglobal.com/showcase/wavez-pzk2o
Gamified Health,Get paid to be healthy! Complete health quests and earn blockchain rewards!,https://ethglobal.com/showcase/gamified-health-96i00
MagicPay,A Magic Link that brings Crypto to fiat to non Crypto Users + Agent Mode,https://ethglobal.com/showcase/magicpay-9gomz
Waterfall,Waterfall brings NFT data to life using AI agents with OpenSea MCP Server,https://ethglobal.com/showcase/waterfall-2ka35
SafeSign PfalzAI,AI-powered Telegram bot predicting transaction risks before signing,https://ethglobal.com/showcase/safesign-pfalzai-a7qnn
Skej,"Skej - Zk-native, privacy-first ENS Scheduling Infra for Consumers and AI Agents on Zirkuit",https://ethglobal.com/showcase/skej-tqve5
Code Quill,The Authorship layer for developers. We allow developers to claim ownership of their repositories.,https://ethglobal.com/showcase/code-quill-n2a0i
Secret Pineapple,Secretly order pineapple pizza and share your receipt with trusted third parties,https://ethglobal.com/showcase/secret-pineapple-tp8pe
H@ndlePay,Discover people by their socials and pay them across EVM chains,https://ethglobal.com/showcase/h-ndlepay-2z878
HubPal.org,"HubPal.eth-World's 1st Marketplace/NFTs-for projects: ENS naming, Chainlink RW events, PYUSD stakes",https://ethglobal.com/showcase/hubpal-org-g8kf6
ERC7730 Previewer,"task 1: add the json file for a RocketPool, a DeFi protocol;task2 :Add a Json previewer tool",https://ethglobal.com/showcase/erc7730-previewer-9xspj
AI Cosigner,AI Cosigner: LLM-signed intents to safely trade on Base with one click,https://ethglobal.com/showcase/ai-cosigner-b1omc
Cosurf,Find exactly what you need through human-curated content that respects your time and attention.,https://ethglobal.com/showcase/cosurf-6g4wo
Cosurf,Find exactly what you need through human-curated content that respects your time and attention.,https://ethglobal.com/showcase/cosurf-6g4wo
DefiHedge,DeFi-Hedge: Quantitative Investment Strategy tool for Institutional Focused Investors,https://ethglobal.com/showcase/defihedge-t3wqc
SendBet,Turn Online sports arguments into real crypto bets with smart contract escrow & automatic payouts 🏆,https://ethglobal.com/showcase/sendbet-bzq6f
Notary,"Verify your wallet once for seamless, instant access across multiple platforms without repeated KYC.",https://ethglobal.com/showcase/notary-kvvgu
🧠 HIVE Agents,Revolutionary Self-Evolving  Autonomous AI Agents Swarm Marketplace,https://ethglobal.com/showcase/brain-hive-agents-wixqe
PowerPunk,Grassroots community protocol to fund local climate solutions,https://ethglobal.com/showcase/powerpunk-via4h
wagerkit.xyz,"AI agent bets, hedges, and pays out cross-chain via x402, LayerZero, and CCIP.",https://ethglobal.com/showcase/wagerkit-xyz-ddea0
EchoBox,"EchoBox: ENS-addressed, time-locked crypto gifts for birthdays, holidays, and special moments.",https://ethglobal.com/showcase/echobox-ftqeh
pump.lotto,"An ERC-20 launchpad where trading fees fuel lottery rounds, buybacks, and explosive god candles!",https://ethglobal.com/showcase/pump-lotto-kmw3k
PolyVoice,"A platform to reflect public sentiment on important issues, ranking them by quadratic voting.",https://ethglobal.com/showcase/polyvoice-y2s7r
Bloqz,Connect/Create your wallet and chat with Bloqz to execute crypto transactions instantly.,https://ethglobal.com/showcase/bloqz-8y8re
S-Block.org,"Federated Web3 creative commons: co-create, remix, fund & govern under CC licenses",https://ethglobal.com/showcase/s-block-org-3k8xs
VeriTix,VeriTix is a ticket selling platform emphasizing trust and value through a peer-to-peer marketplace.,https://ethglobal.com/showcase/veritix-skfvg
NanoLoan,"Multi-chain BNPL with World ID, Circle CCTP bridging, and gasless UX on World Chain + Ethereum",https://ethglobal.com/showcase/nanoloan-hb0aa
HackerHouseProtocol,Decentralized rental protocol connecting hackers through real estate and social media,https://ethglobal.com/showcase/hackerhouseprotocol-wq76p
Fusion Plus Tron,Cross-chain atomic swaps between Tron and 9+ blockchains using HTLC smart contracts,https://ethglobal.com/showcase/fusion-plus-tron-3x82w
RemitDEX,Cross-chain remittance platform uses 1inch aggregation for optimal routing to Stellar USDC,https://ethglobal.com/showcase/remitdex-0knhe
Helix Cross-Chain,1inch Cross-chain Swap (Fusion+) that enables trustless atomic swaps Ethereum & Cosmos,https://ethglobal.com/showcase/helix-cross-chain-of2nw
SplitFlow,"AI crypto portfolio app using OpenAI, 1inch, CoinGecko. Smart splits in a sleek UI.",https://ethglobal.com/showcase/splitflow-t8tzx
CrossVault,An arbitrage path finder inspired by the osmosis protorev module,https://ethglobal.com/showcase/crossvault-nxdnm
Unified Payroll,Seamless cross-chain crypto payroll with fiat off-ramps powered by 1inch Fusion+ and Stellar.,https://ethglobal.com/showcase/unified-payroll-898w1
algobridge,Gasless ETH↔ALGO swaps via intent-based cross-chain bridge using 1inch Fusion+ architecture,https://ethglobal.com/showcase/algobridge-0i64b
MeowSwap,"Cross-chain DeFi backend enabling secure swaps and auctions on Monad, Tron, sui.",https://ethglobal.com/showcase/meowswap-nb43z
CrossFi,CrossFi is a platform to take cross chain positions in a single click.,https://ethglobal.com/showcase/crossfi-oofxz
Defi-Portfolio,Professional DeFi portfolio manager with real 1inch API integration for live swaps and analytics.,https://ethglobal.com/showcase/defi-portfolio-x98jz
FusionCosmos,"Trustless, bidirectional cross-chain swaps between Ethereum & Cosmos via Hashed Time Lock Contracts",https://ethglobal.com/showcase/fusioncosmos-gawe9
UniteDeFi ICP,Unite Escrow – fully on-chain 1inch Fusion+ swaps between Ethereum/Bitcoin and ICP,https://ethglobal.com/showcase/unitedefi-icp-j24q4
NEAR Fusion+,Its an Fusion + extension for NEAR protocol that allows token to be swapped with HLTC escrows,https://ethglobal.com/showcase/near-fusion-fm6gi
FusionLink,"Atomic swaps, cross-chain and trustless: Fusion Link connects decentralized liquidity across EVMs.",https://ethglobal.com/showcase/fusionlink-j85j3
FusioonX,Trustless cross-chain swaps between Aptos and Base using 1inch,https://ethglobal.com/showcase/fusioonx-vsn5d
FusionPlusStarknet,"Cross-chain Fusion+ swap from Ethereum ↔ Starknet with hashlock, timelock, and native token support.",https://ethglobal.com/showcase/fusionplusstarknet-a1ckd
FusionpusAptos,"captures the cross-chain capability, atomic swap tech, real-time matching, and 1inch integration",https://ethglobal.com/showcase/fusionpusaptos-gs3ga
polkavex,AI-powered Fusion+ extension for secure Ethereum-Polkadot swaps with parachain routing.,https://ethglobal.com/showcase/polkavex-hwbhv
polkavex,AI-powered Fusion+ extension for secure Ethereum-Polkadot swaps with parachain routing.,https://ethglobal.com/showcase/polkavex-hwbhv
cosmoFusion,"Cross-chain atomic swaps: swap Ethereum/Cosmos assets via 1inch Fusion+, secure & decentralized.",https://ethglobal.com/showcase/cosmofusion-w2z1j
NA,Solves Sudoku Solves Sudoku Solves Sudoku Solves Sudoku Solves Sudoku,https://ethglobal.com/showcase/na-qg7rq
SuiBridge,Secure atomic swaps between Ethereum & Sui with real-time tracking and zero counterparty risk.,https://ethglobal.com/showcase/suibridge-7zzwq
T1nker,A 1inch Fusion-Style Escrow System for extending 1inch Fusion+ to Tezos,https://ethglobal.com/showcase/t1nker-3aqzt
1inch Pilot,"Smart DeFi portfolio management with pre-built strategies, real-time analytics, and seamless swaps",https://ethglobal.com/showcase/1inch-pilot-veyie
EVM-TO-SUI-AND-BACK,Sui Fusion extends 1inch Fusion+ protocol to SUI. Sui fusion respects the hltl and dutch auction,https://ethglobal.com/showcase/evm-to-sui-and-back-gat08
SuiCross +,Bi-directional atomic swaps between Ethereum USDC and Sui SUI tokens using HTLC smart contracts,https://ethglobal.com/showcase/suicross-fac3c
1delta Unite,"Use 1inch limit orders to open margin trades via Aave/Morpho—gasless, composable, no inventory.",https://ethglobal.com/showcase/1delta-unite-kyoz4
morethan1inch,Bidirectional USDC swaps between Ethereum and Monad using 1inch Fusion+ cross-chain escrows.,https://ethglobal.com/showcase/morethan1inch-3b299
LinkInch,"A social trading platform where users connect their wallets to share, discover.",https://ethglobal.com/showcase/linkinch-vy4fn
DCA miniapp,"Make your idle USDC hustle, set DCA plans straight from your Farcaster wallet.",https://ethglobal.com/showcase/dca-miniapp-mz5yg
Gustro,A developer tool that allows Ethereum/Stellar wallets to interact with Fusion and Stellar contracts.,https://ethglobal.com/showcase/gustro-z4y51
